nome,uc,municipio_uc,latitude_uc,longitude_uc,macroregiao,regional
SDO-TDO-98968033-ASSOC DO INSTITUTO VOCACIONAL E ASSIST RUI BARBOSA,98968033,MARECHAL CANDIDO RONDON,-24.55906,-54.05514,SDO,TDO
SDO-TDO-92165389-NEUZA A OSMARINI,92165389,MARECHAL CANDIDO RONDON,-24.55183,-54.05267,SDO,TDO
SDL-CTA-19450117-CLARO S.A.,19450117,CURITIBA,-25.42406,-49.28011,SDL,CTA
SDL-SJP-95187286-USINABRAS INDUSTRIAL LTDA EPP,95187286,FAZENDA RIO GRANDE,-25.67998,-49.32297,SDL,SJP
SDL-CTA-92619428-PARANA TRIBUNAL DE JUSTICA,92619428,CURITIBA,-25.41734,-49.26686,SDL,CTA
SDO-PTO-90221818-SERVICO SOCIAL DA INDUSTRIA SESI,90221818,PALMAS,-26.48535,-52.00311,SDO,PTO
SDL-CTA-39325768-PARANA TRIBUNAL DE JUSTICA,39325768,CURITIBA,-25.41633,-49.26696,SDL,CTA
SDN-MGA-99162237-TRIA INDUSTRIA E COMERCIO LTDA,99162237,MARIALVA,-23.47798,-51.80715,SDN,MGA
SDO-CEL-40032060-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,40032060,CANDOI,-25.5633,-52.09086,SDO,CEL
SDL-SJP-79642845-RESICONTROL SOLUCOES AMBIENTAIS S A,79642845,BALSA NOVA,-25.46969,-49.60966,SDL,SJP
SDL-SJP-70235619-ISOESTE SUL INDUSTRIA E COMERCIO DE CONSTRUTIVOS ISOTERMICOS LT,70235619,SAO JOSE DOS PINHAIS,-25.56607,-49.16051,SDL,SJP
SDO-CEL-8528500-CLINICA MEDICA NOSSA SENHORA DA SALETE LTDA,8528500,CASCAVEL,-24.95274,-53.45911,SDO,CEL
SDN-MGA-92659330-MINERADORA DE AGUA ANA ROSA LTDA,92659330,MARINGA,-23.47461,-51.92893,SDN,MGA
SDN-CMO-14952661-COAMO AGROINDUSTRIAL COOPERATIVA,14952661,ALTAMIRA DO PARANA,-24.79242,-52.72372,SDN,CMO
SDO-FOZ-90889223-MARCIO ROGERIO ZANONI E CIA LTDA ME,90889223,SAO MIGUEL DO IGUACU,-25.39561,-54.20997,SDO,FOZ
SDL-CTA-99033976-COPEL DISTRIBUICAO S A,99033976,CURITIBA,-25.40966,-49.21734,SDL,CTA
SDO-TDO-92338429-CELSO ALBUQUERQUE REZENDE,92338429,TERRA ROXA,-24.03235,-53.97468,SDO,TDO
SDL-CTA-29025753-IMPORTADORA DE FRUTAS LA VIOLETERA LTDA,29025753,CURITIBA,-25.54385,-49.31089,SDL,CTA
SDL-CTA-70363501-TIM S A,70363501,CURITIBA,-25.50078,-49.30449,SDL,CTA
SDL-CTA-93095074-JUMBO COMERCIO DE UTILIDADES LTDA,93095074,CURITIBA,-25.49158,-49.21458,SDL,CTA
SDT-LNA-93022328-HAYAMAX DISTRIBUIDORA DE PRODUTOS ELETRONICOS LTDA,93022328,IBIPORA,-23.28578,-51.08268,SDT,LNA
SDC-PGO-93643527-BRADO LOGISTICA S A,93643527,PONTA GROSSA,-25.17979,-50.13586,SDC,PGO
SDT-LNA-93589310-MARISA LOJAS S A,93589310,LONDRINA,-23.31258,-51.14892,SDT,LNA
SDO-FOZ-93096003-HOTELARIA ACCOR BRASIL S A,93096003,FOZ DO IGUACU,-25.54786,-54.58508,SDO,FOZ
SDN-CMO-100471471-CARLOS GASPAROTTO APOLONI,100471471,QUARTO CENTENARIO,-24.28704,-53.16215,SDN,CMO
SDN-CMO-98002546-BAZZO INDUSTRIA DE PRODUTOS ALIMENTICIOS LTDA ME,98002546,ARARUNA,-23.97515,-52.55144,SDN,CMO
SDC-TEL-93537506-PAULO SERGIO DE MELLO E SILVA ASSUMPCAO,93537506,TIBAGI,-24.64154,-50.40795,SDC,TEL
SDL-CBN-79322581-FORTECARE INDUSTRIA DE PRODUTOS MEDICOS EIRELI,79322581,COLOMBO,-25.34052,-49.16314,SDL,CBN
SDL-CBN-96183853-DOTTI TRANSPORTE E ARMAZENS GERAIS LTDA,96183853,QUATRO BARRAS,-25.33216,-49.03156,SDL,CBN
SDN-MGA-70016933-CLUBE OLIMPICO DE MARINGA,70016933,MARINGA,-23.41489,-51.97811,SDN,MGA
SDT-LNA-91359511-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,91359511,LONDRINA,-23.24281,-51.10286,SDT,LNA
SDN-CMO-23159766-IRMAOS MUFFATO CIA LTDA,23159766,CAMPO MOURAO,-24.03646,-52.3845,SDN,CMO
SDC-PGO-19453663-CALPAR COMERCIO DE CALCARIO LTDA,19453663,CASTRO,-24.86249,-49.74966,SDC,PGO
SDL-CBN-81349513-COMERCIO E INDUSTRIA DE CAL TANCAL LIMITADA,81349513,COLOMBO,-25.25151,-49.1904,SDL,CBN
SDO-FBL-93406622-MUNICIPIO DE AMPERE,93406622,AMPERE,-25.92731,-53.4737,SDO,FBL
SDN-CMO-19987986-COAMO AGROINDUSTRIAL COOPERATIVA,19987986,MAMBORE,-24.30549,-52.39591,SDN,CMO
SDT-LNA-95962042-STERILAB ESTERILIZACAO DE MATERIAIS MEDICOS EIRELI,95962042,LONDRINA,-23.28796,-51.20951,SDT,LNA
SDT-APA-95847340-ALELUIA EMPREENDIMENTOS GRAFICOS LTDA EPP,95847340,ARAPONGAS,-23.39225,-51.42914,SDT,APA
SDL-CTA-96136456-DENTAL MED SUL ARTIGOS ODONTOLOGICOS LTDA,96136456,CURITIBA,-25.51054,-49.23158,SDL,CTA
SDT-CPO-95585079-REINATA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,95585079,URAI,-23.21156,-50.7934,SDT,CPO
SDL-SJP-103162461-ALMIR KUSDRA,103162461,QUITANDINHA,-25.87016,-49.46089,SDL,SJP
SDC-UVI-96015381-NORDICA VEICULOS SA,96015381,UNIAO DA VITORIA,-26.19857,-51.07179,SDC,UVI
SDC-IRT-84029730-COMPEBRAS INDUSTRIA E COMERCIO DE MADEIRAS LTDA,84029730,GUARAPUAVA,-25.32522,-51.49552,SDC,IRT
SDO-TDO-56663013-FARIMA IND E COM DE SUBPRODUTOS ANIMAIS LTDA,56663013,TUPASSI,-24.58735,-53.49266,SDO,TDO
SDO-CEL-88879674-CIA BEAL DE ALIMENTOS,88879674,CASCAVEL,-24.96682,-53.48369,SDO,CEL
SDO-CEL-93925778-TUIUTI ESPORTE CLUBE,93925778,CASCAVEL,-24.94633,-53.42762,SDO,CEL
SDO-PTO-29939658-COASUL COOPERATIVA AGROINDUSTRIAL,29939658,CHOPINZINHO,-25.85291,-52.54201,SDO,PTO
SDN-UMU-93763395-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,93763395,PEROLA,-23.78765,-53.68283,SDN,UMU
SDN-CMO-37887467-CAMPUSMORAO CONSTRUCAO LTDA,37887467,CAMPO MOURAO,-24.01884,-52.34287,SDN,CMO
SDL-CTA-94695091-EMPORIO KAMINSKI LTDA EPP,94695091,CURITIBA,-25.45005,-49.29852,SDL,CTA
SDO-TDO-95889035-SCHEMAQ INDUSTRIA DE IMPLEMENTOS AGRICOLAS LTDA,95889035,PATO BRAGADO,-24.60459,-54.21382,SDO,TDO
SDO-CEL-95761772-PLANTAR COMERCIO DE INSUMOS LTDA,95761772,CASCAVEL,-25.06868,-53.47753,SDO,CEL
SDN-MGA-94004790-GRANFLEX INDUSTRIA E COMERCIO DE FITAS LTDA ME,94004790,MANDAGUARI,-23.50799,-51.69426,SDN,MGA
SDL-CBN-95042326-AZZU INDUSTRIA DE RESINAS TERMOPLASTICAS LTDA ME,95042326,CAMPINA GRANDE DO SUL,-25.3562,-49.08019,SDL,CBN
SDT-CPO-12222615-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,12222615,ASSAI,-23.38337,-50.8389,SDT,CPO
SDN-MGA-91434041-J ZOBOLI NETO CIA LTDA ME,91434041,SARANDI,-23.45636,-51.85565,SDN,MGA
SDO-CEL-93473583-GOTA D AGUA LAVANDERIA LTDA ME,93473583,CASCAVEL,-25.00881,-53.49776,SDO,CEL
SDL-CTA-91331323-POLIUMETKA INDUSTRIA E COMERCIO DE POLIURETANO LTDA,91331323,CURITIBA,-25.57332,-49.30977,SDL,CTA
SDT-APA-90469259-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,90469259,ARAPONGAS,-23.37252,-51.38114,SDT,APA
SDT-APA-70871060-GAUCHO IND COME IMP E EXP DE POLIMEROS EIRELI EPP,70871060,CALIFORNIA,-23.65582,-51.37447,SDT,APA
SDL-CTA-95386289-CONDOMINIO FLEX ACCANTO,95386289,CURITIBA,-25.38888,-49.23708,SDL,CTA
SDC-PGO-48023744-CLAUDEMIR MARIOTTO,48023744,PONTA GROSSA,-25.10741,-50.10641,SDC,PGO
SDT-LNA-95133305-V SOARES MICRONIZACAO ME,95133305,LONDRINA,-23.28467,-51.21182,SDT,LNA
SDL-CBN-95282785-D E R AMBIENTAL COMERCIO E RECICLAGEM DE OLEO VEGETAL USADO LTD,95282785,COLOMBO,-25.34291,-49.23362,SDL,CBN
SDO-FOZ-95713760-MG DIAGNOSTICO POR RESSONANCIA LTDA ME,95713760,MEDIANEIRA,-25.29734,-54.09732,SDO,FOZ
SDN-MGA-94233691-JARDIM ESCOLA ARCO IRIS LTDA EPP,94233691,MARINGA,-23.43735,-51.96095,SDN,MGA
SDT-LNA-93589077-PACKPLUS INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,93589077,IBIPORA,-23.29397,-51.07866,SDT,LNA
SDN-MGA-92625070-A N C INDUSTRIA DE MOVEIS LTDA EPP,92625070,MANDAGUARI,-23.50431,-51.69592,SDN,MGA
SDN-CMO-49565770-CARLOS ROBERTO LUNARDELLI,49565770,CAMPINA DA LAGOA,-24.60652,-52.78324,SDN,CMO
SDN-MGA-93682514-BONSAI MOTORS VEICULOS LTDA ME,93682514,MARINGA,-23.4235,-51.91219,SDN,MGA
SDN-MGA-94584583-PAULUCI CONSTRUCOES NAUTICAS E FERRAGENS LTDA,94584583,MARINGA,-23.45356,-51.99981,SDN,MGA
SDL-CTA-103553533-HOMEOPATIA WALDEMIRO PEREIRA LABORATORIO INDUSTRIAL FARMACEUTI,103553533,CURITIBA,-25.494,-49.24015,SDL,CTA
SDT-APA-93009470-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,93009470,APUCARANA,-23.54923,-51.52788,SDT,APA
SDO-FBL-70064644-SERGIO M VANDRESEN MANFROI CIA LTDA,70064644,FRANCISCO BELTRAO,-26.08111,-53.04657,SDO,FBL
SDO-FBL-10329498-COASUL COOPERATIVA AGROINDUSTRIAL,10329498,SAO JOAO,-25.78899,-52.83975,SDO,FBL
SDL-CTA-101762755-ALCEU JOSE TISSI,101762755,CURITIBA,-25.44964,-49.31346,SDL,CTA
SDT-LNA-94626790-CLINICA DO RIM DE ROLANDIA LTDA,94626790,ROLANDIA,-23.30049,-51.35342,SDT,LNA
SDL-SJP-35531770-GRECA DISTRIBUIDORA DE ASFALTOS S A,35531770,ARAUCARIA,-25.54817,-49.36966,SDL,SJP
SDL-CTA-1939904-ASSOCIACAO ANTONIO VIEIRA,1939904,CURITIBA,-25.45393,-49.24692,SDL,CTA
SDC-PGO-92279813-SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,92279813,PONTA GROSSA,-25.09333,-50.16958,SDC,PGO
SDT-LNA-53966520-FOR WHEELS INDUSTRIA E COMERCIO LTDA,53966520,LONDRINA,-23.29267,-51.14783,SDT,LNA
SDT-LNA-97947466-WITTUR LTDA,97947466,LONDRINA,-23.2644,-51.11468,SDT,LNA
SDN-CMO-51474123-CARMEN CELIA COSTA CASSIANO,51474123,QUARTO CENTENARIO,-24.20782,-53.17873,SDN,CMO
SDC-PGO-96487453-JOSE GUILHERME TE VAARWERK,96487453,PIRAI DO SUL,-24.56894,-49.7188,SDC,PGO
SDN-MGA-75947609-IRMAOS MUFFATO CIA LTDA,75947609,MARINGA,-23.44616,-51.93166,SDN,MGA
SDL-CTA-95669523-GFR REFEICOES LTDA,95669523,CURITIBA,-25.45168,-49.28908,SDL,CTA
SDN-MGA-84214473-INGADOOR MIDIA EXTERNA EIRELI,84214473,MARINGA,-23.39966,-51.95791,SDN,MGA
SDO-FBL-96157348-RENASUL INDUSTRIA LTDA,96157348,RENASCENCA,-26.15728,-52.95638,SDO,FBL
SDC-IRT-95559841-SUPERMERCADO NEW LTDA,95559841,IRATI,-25.49891,-50.64967,SDC,IRT
SDC-PGO-95912541-KUGLER ADMINISTRACAO DE IMOVEIS PROPRIOS LTDA EPP,95912541,CASTRO,-24.79031,-50.00593,SDC,PGO
SDO-CEL-95850465-VALDEMAR RODRIGUES DA COSTA E CIA LTDA,95850465,CASCAVEL,-24.9863,-53.47023,SDO,CEL
SDT-LNA-95917160-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,95917160,PORECATU,-22.73655,-51.37697,SDT,LNA
SDT-LNA-95814655-SUSIP USINAGEM DE PRECISAO LTDA EPP,95814655,CAMBE,-23.26337,-51.25316,SDT,LNA
SDC-IRT-43406980-DAL SANTOS SUPERMERCADOS LTDA,43406980,PRUDENTOPOLIS,-25.20882,-50.9847,SDC,IRT
SDC-IRT-93574223-INSTITUTO FEDERAL DO PARANA,93574223,PITANGA,-24.74332,-51.75628,SDC,IRT
SDC-PGO-96269456-ADRIANA D DA ROSA MARTINS ME,96269456,PONTA GROSSA,-25.104,-50.10046,SDC,PGO
SDN-MGA-45030014-COCAMAR COOPERATIVA AGROINDUSTRIAL,45030014,SAO JORGE DO IVAI,-23.43662,-52.2974,SDN,MGA
SDO-PTO-95722670-USINA SAO PEDRO LTDA ME,95722670,BOM SUCESSO DO SUL,-26.07511,-52.8282,SDO,PTO
SDT-APA-95613684-CROPFERT INDUSTRIA DE FERTILIZANTES E AGROQUIMICOS LTDA,95613684,JANDAIA DO SUL,-23.63803,-51.6779,SDT,APA
SDT-APA-95558101-NOVA VISAO SOLUCOES AMBIENTAIS LTDA ME,95558101,APUCARANA,-23.51857,-51.42373,SDT,APA
SDL-CTA-95382089-JOSE CARLOS SKRZYSZOWSKI JUNIOR,95382089,CURITIBA,-25.45453,-49.25243,SDL,CTA
SDN-MGA-93181108-REBITEC INDUSTRIA METALURGICA LTDA EPP,93181108,MARINGA,-23.42601,-51.97371,SDN,MGA
SDT-CPO-51210533-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,51210533,SANTO ANTONIO DA PLATINA,-23.26116,-50.09416,SDT,CPO
SDC-PGO-98593714-PONTA GROSSA POINT COMERCIO DE ALIMENTOS LTDA,98593714,PONTA GROSSA,-25.09108,-50.15002,SDC,PGO
SDO-TDO-94980420-SERVICO AUTONOMO DE AGUA E ESGOTO,94980420,MARECHAL CANDIDO RONDON,-24.59143,-54.0696,SDO,TDO
SDT-LNA-96724811-JPL INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,96724811,LONDRINA,-23.28406,-51.17737,SDT,LNA
SDC-TEL-95531572-DUCHESKI E DUCHESKI LTDA ME,95531572,ORTIGUEIRA,-24.13776,-50.98242,SDC,TEL
SDL-SJP-94434409-LAMIGRAF DO BRASIL INDUSTRIA E COMERCIO DE PAPEIS DECORATIVOS L,94434409,SAO JOSE DOS PINHAIS,-25.51618,-49.13058,SDL,SJP
SDL-LIT-97533190-SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,97533190,MATINHOS,-25.8257,-48.53676,SDL,LIT
SDO-PTO-59942134-SLONSKI E CIA LTDA,59942134,PATO BRANCO,-26.22388,-52.67344,SDO,PTO
SDT-APA-91897980-MUNICIPIO DE ARAPONGAS,91897980,ARAPONGAS,-23.39112,-51.44157,SDT,APA
SDC-IRT-99698730-SUPERMERCADO TERTULIA EIRELI EPP,99698730,IMBITUVA,-25.24015,-50.58715,SDC,IRT
SDC-PGO-95837264-GRANADA INDUSTRIA E COMERCIO DE MADEIRAS LTDA,95837264,JAGUARIAIVA,-24.24663,-49.68906,SDC,PGO
SDL-LIT-50803476-MOSAIC FERTILIZANTES DO BRASIL LTDA,50803476,PARANAGUA,-25.54642,-48.56504,SDL,LIT
SDO-PTO-91292123-TEMPER SUDOESTE LTDA EPP,91292123,PATO BRANCO,-26.24508,-52.70756,SDO,PTO
SDN-PVI-96181273-FECULARIA TRES FRONTEIRAS LTDA,96181273,ITAUNA DO SUL,-22.75887,-52.89468,SDN,PVI
SDN-PVI-100506666-E F GARCIA SUPERMERCADO EIRELI,100506666,PARANAVAI,-23.09526,-52.47522,SDN,PVI
SDO-PTO-97505013-COASUL COOPERATIVA AGROINDUSTRIAL,97505013,SAUDADE DO IGUACU,-25.6848,-52.61346,SDO,PTO
SDL-CTA-96554886-COPLAC TEXTIL AUTOMOTIVE SYSTEMS LTDA,96554886,CURITIBA,-25.54965,-49.32407,SDL,CTA
SDL-CTA-102334900-SINDICATO DA INDUSTRIA DA CONSTRUCAO CIVIL NO EST DO PR,102334900,CURITIBA,-25.42124,-49.26788,SDL,CTA
SDO-FOZ-100720978-CINEMARK BRASIL S A,100720978,FOZ DO IGUACU,-25.56822,-54.55735,SDO,FOZ
SDO-CEL-56422962-LOJAS AMERICANAS S A,56422962,CASCAVEL,-24.95051,-53.47715,SDO,CEL
SDN-PVI-92920373-INDEMIL INDUSTRIA E COMERCIO S A,92920373,PARANAVAI,-23.0842,-52.613,SDN,PVI
SDL-CTA-76852024-CLUBE CURITIBANO,76852024,CURITIBA,-25.45151,-49.28523,SDL,CTA
SDL-SJP-100495435-ALPHATRON EMPREENDIMENTOS E AGRONEGOCIOS EIRELI ME,100495435,ARAUCARIA,-25.54428,-49.3684,SDL,SJP
SDO-CEL-96312661-VERA LUCIA LIBERALI ME,96312661,CASCAVEL,-24.98364,-53.34638,SDO,CEL
SDN-CMO-94724741-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,94724741,ARARUNA,-23.92362,-52.47435,SDN,CMO
SDT-LNA-99860660-VITA NATIVA COMERCIO DE ALIMENTOS LTDA EPP,99860660,LONDRINA,-23.36243,-51.14956,SDT,LNA
SDL-CBN-93373929-SUPER IDEAL COMERCIAL DE ALIMENTOS LTDA,93373929,PIRAQUARA,-25.45521,-49.15369,SDL,CBN
SDC-UVI-105603210-RODRIGO LUIS HOBI E CIA LTDA,105603210,SAO MATEUS DO SUL,-26.05331,-50.37241,SDC,UVI
SDC-IRT-19452209-COOPERATIVA AGRARIA AGROINDUSTRIAL,19452209,GUARAPUAVA,-25.56781,-51.47824,SDC,IRT
SDN-PVI-15101797-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,15101797,ATALAIA,-23.14753,-52.04542,SDN,PVI
SDL-CTA-97844020-COMPESP COMPENSADOS ESPECIAIS LTDA,97844020,CURITIBA,-25.43452,-49.37186,SDL,CTA
SDO-FOZ-96194138-KAMILA BURTETT MIRANDA,96194138,ITAIPULANDIA,-25.20755,-54.39335,SDO,FOZ
SDN-PVI-94705020-SANTA CASA DE PARANAVAI,94705020,PARANAVAI,-23.04934,-52.4732,SDN,PVI
SDO-TDO-100351930-FRIGOSCHAEDLER LTDA EPP,100351930,NOVA SANTA ROSA,-24.45977,-53.96485,SDO,TDO
SDL-CTA-98678280-BIOMAX COMERCIO EIRELI,98678280,CURITIBA,-25.60652,-49.33096,SDL,CTA
SDO-PTO-54871158-ORFIMAR COMERCIO DE CARNES LTDA,54871158,ITAPEJARA DOESTE,-25.96381,-52.80228,SDO,PTO
SDN-UMU-104719141-MASAYASSU ITIKAWA,104719141,CIANORTE,-23.6652,-52.61598,SDN,UMU
SDO-TDO-101126247-MUNICIPIO DE PATO BRAGADO,101126247,PATO BRAGADO,-24.61967,-54.24469,SDO,TDO
SDC-IRT-100721753-SUPERMERCADO GRICZINSKI LTDA,100721753,IRATI,-25.46938,-50.65199,SDC,IRT
SDC-PGO-91384010-MUNICIPIO DE PONTA GROSSA,91384010,PONTA GROSSA,-25.10906,-50.154,SDC,PGO
SDL-SJP-96848359-ATRIO HOTEIS S A,96848359,SAO JOSE DOS PINHAIS,-25.53476,-49.19033,SDL,SJP
SDC-UVI-98639986-PEDRO NEPPEL FILHO,98639986,PAULA FREITAS,-26.16026,-50.88673,SDC,UVI
SDO-PTO-99297183-J V DE SOUZA SUPERMERCADO,99297183,MANGUEIRINHA,-25.94149,-52.17253,SDO,PTO
SDC-IRT-50449087-CAVALIN BORA E CIA LTDA,50449087,IRATI,-25.47789,-50.65128,SDC,IRT
SDL-CBN-97374571-RECRIPLAS INDUSTRIA DE LAVACAO DE PLASTICOS LTDA EPP,97374571,COLOMBO,-25.38535,-49.16549,SDL,CBN
SDL-CTA-96845651-BOBARDI GASTRONOMIA LTDA,96845651,CURITIBA,-25.40891,-49.25199,SDL,CTA
SDT-CPO-99916703-RICARDO CASTELLAR DE FARIA,99916703,CONGONHINHAS,-23.56957,-50.46835,SDT,CPO
SDT-LNA-98395238-PAULO HORTO LEILOES LTDA,98395238,LONDRINA,-23.29539,-51.224,SDT,LNA
SDT-CPO-96231874-TRIBUNAL REGIONAL DO TRABALHO DA 9 REGIAO,96231874,CORNELIO PROCOPIO,-23.1859,-50.64865,SDT,CPO
SDN-UMU-96081732-SUPERMERCADO PLANALTO LTDA,96081732,CIANORTE,-23.6562,-52.60528,SDN,UMU
SDO-TDO-94362408-INDUSTRIA SCHUMACHER LTDA,94362408,MARECHAL CANDIDO RONDON,-24.56443,-54.03755,SDO,TDO
SDO-CEL-94284911-COMERCIAL ELETRICA D Z LTDA,94284911,CASCAVEL,-24.96689,-53.46742,SDO,CEL
SDN-MGA-92576729-SOLARIS CLUB RESIDENCE,92576729,MARINGA,-23.42344,-51.9056,SDN,MGA
SDT-APA-66743230-COCARI COOPERATIVA AGROPECUARIA E INDUSTRIAL,66743230,LUNARDELLI,-24.08507,-51.74297,SDT,APA
SDO-CEL-98011278-JR GLASS INDUSTRIA E COMERCIO DE VIDROS LTDA ME,98011278,CASCAVEL,-24.97863,-53.48635,SDO,CEL
SDT-LNA-5328853-UNIVERSIDADE ESTADUAL DE LONDRINA,5328853,LONDRINA,-23.31079,-51.15803,SDT,LNA
SDO-FBL-47644745-CAMAROTTO INDUSTRIA E COMERCIO DE ACUMULADORES LTDA EPP,47644745,MARMELEIRO,-26.13124,-53.04041,SDO,FBL
SDN-MGA-88784444-AUTO POSTO PETROCOMBO LTDA,88784444,MARINGA,-23.41174,-51.94325,SDN,MGA
SDC-UVI-96544074-C W R ESQUADRIAS DE MADEIRA LTDA ME,96544074,PAULA FREITAS,-26.1879,-50.92986,SDC,UVI
SDL-SJP-70186472-CERVEJARIA PETROPOLIS S A,70186472,ARAUCARIA,-25.55652,-49.41704,SDL,SJP
SDL-CTA-100307019-NOVO CENTRO,100307019,CURITIBA,-25.43609,-49.27023,SDL,CTA
SDO-TDO-59079886-PEDRO TOALDO,59079886,MARIPA,-24.4568,-53.86445,SDO,TDO
SDO-FOZ-63654679-REFARE LTDA,63654679,CEU AZUL,-25.13578,-53.82676,SDO,FOZ
SDT-LNA-97030694-FERRO E ACO BERTIN LTDA,97030694,IBIPORA,-23.29462,-51.07853,SDT,LNA
SDT-CPO-100276075-COOPERATIVA DE ELETRIFICACAO RURAL DO NORTE PIONEIRO LTDA,100276075,SANTO ANTONIO DA PLATINA,-23.25483,-50.10518,SDT,CPO
SDN-MGA-101113404-SANCOR SEGUROS DO BRASIL S A,101113404,MARINGA,-23.41791,-51.93948,SDN,MGA
SDT-CPO-98101110-SOETO ALHOS E CONSERVAS LTDA,98101110,JOAQUIM TAVORA,-23.50759,-49.92248,SDT,CPO
SDL-CBN-103554416-SLET ALIMENTOS LTDA,103554416,CAMPINA GRANDE DO SUL,-25.31314,-49.08029,SDL,CBN
SDN-MGA-97887749-CCGP USINA DE COMPOSTAGEM LTDA ME,97887749,MARINGA,-23.30346,-51.90417,SDN,MGA
SDO-FBL-97690147-CEREALISTA RECH LTDA,97690147,CAPANEMA,-25.6295,-53.85086,SDO,FBL
SDO-CEL-80278442-COMANDO DA 15 BRIGADA DE INFANTARIA MECANIZADA,80278442,CASCAVEL,-24.95891,-53.44807,SDO,CEL
SDT-LNA-20443480-COCAMAR COOPERATIVA AGROINDUSTRIAL,20443480,PRADO FERREIRA,-23.05073,-51.44819,SDT,LNA
SDL-CTA-101797834-ALCATEIA COMERCIAL ME,101797834,CURITIBA,-25.55075,-49.30573,SDL,CTA
SDL-CBN-77630530-GAIAH ALQUIMISTAS DE METAIS LTDA EIRELI,77630530,CAMPINA GRANDE DO SUL,-25.35506,-49.06718,SDL,CBN
SDL-CTA-100052053-EDIFICIO COMERCIAL ACQUE VERDI,100052053,CURITIBA,-25.46638,-49.29191,SDL,CTA
SDO-TDO-91677092-PEDREIRA DO TREVO LTDA,91677092,GUAIRA,-24.35274,-54.1452,SDO,TDO
SDL-SJP-46589546-ECOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,46589546,CONTENDA,-25.69144,-49.52971,SDL,SJP
SDT-CPO-29703972-STM COMERCIO DE CEREAIS LTDA,29703972,SANTA MARIANA,-23.13568,-50.4896,SDT,CPO
SDT-CPO-104103272-S C TAVARES CAMPAGNONI,104103272,CAMBARA,-23.05303,-50.06503,SDT,CPO
SDO-TDO-103467874-FRIMESA COOPERATIVA CENTRAL,103467874,ASSIS CHATEAUBRIAND,-24.51095,-53.572,SDO,TDO
SDT-CPO-12350974-UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,12350974,BANDEIRANTES,-23.10502,-50.35976,SDT,CPO
SDO-CEL-20587139-IRMAOS MUFFATO CIA LTDA,20587139,CASCAVEL,-24.95407,-53.46755,SDO,CEL
SDO-FOZ-66842298-HOTEIS DO PARANA LTDA HOTEPAR,66842298,FOZ DO IGUACU,-25.58173,-54.53024,SDO,FOZ
SDO-TDO-102704724-UNIVERSIDADE FEDERAL DO PARANA,102704724,TOLEDO,-24.61629,-53.71165,SDO,TDO
SDO-TDO-92170170-COOPERATIVA AGROINDUSTRIAL COPAGRIL,92170170,GUAIRA,-24.25512,-54.2616,SDO,TDO
SDC-PGO-85174092-SENBRA INDUSTRIA E COMERCIO DE MADEIRAS EIRELI ME,85174092,SENGES,-24.10753,-49.45671,SDC,PGO
SDT-LNA-66720656-ACUMULADORES SUPER LIFE LTDA EPP,66720656,LONDRINA,-23.29065,-51.13133,SDT,LNA
SDT-LNA-97642584-LATICINIOS TAMALAT LTDA ME,97642584,TAMARANA,-23.72495,-51.10391,SDT,LNA
SDC-UVI-100666701-SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,100666701,UNIAO DA VITORIA,-26.23782,-51.08766,SDC,UVI
SDT-APA-94601780-LATICINIOS DAU LTDA EPP,94601780,CANDIDO DE ABREU,-24.58494,-51.33151,SDT,APA
SDT-LNA-100648614-MINERADORA E DISTRIBUIDORA DE AGUA MINERAL SAO JOSE LTDA,100648614,ROLANDIA,-23.30961,-51.34902,SDT,LNA
SDO-CEL-102309361-LAVE BRASIL LAVANDERIA INDUSTRIAL LTDA ME,102309361,CASCAVEL,-24.95912,-53.39967,SDO,CEL
SDO-FOZ-41755138-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,41755138,SAO MIGUEL DO IGUACU,-25.33696,-54.26592,SDO,FOZ
SDL-CTA-102248435-CG COMERCIO DE GENEROS ALIMENTICIOS LTDA,102248435,CURITIBA,-25.46848,-49.3053,SDL,CTA
SDO-TDO-102074143-ANTONIO BENJAMIN ROSSATO,102074143,PALOTINA,-24.24584,-53.94866,SDO,TDO
SDO-TDO-102765200-PANORAMA MATERIAIS DE CONSTRUCAO LTDA,102765200,TOLEDO,-24.71247,-53.7526,SDO,TDO
