MES,ANO,REGIONAL,NOM_MUN_RLF,AREA,AREA_WF,UC,TENSAO_ES,TENSAO_FAT,TIPO_SS,SUB_TIPO_SS,TIPO_OS,SUB_TIPO_OS,DESCRICAO_OS,NUM_SS,NOM_USU_SITU_COS,COD_SITU_COS,DATA_CMPT_ORIG_OS,DATA_SITU_COS,DATA_CONCL_SERV_OS,DATA_LIM_OS,COD_MOTI_REJ_RRO,ETAPA,DES_OBS_ATDE_CMI,DES_OBS_EXEC_SERV_CMI,NOM_USU_INC_COS,DATA_PROGM_COS,NOM_USU_PROGM_COS
6,23,NRO,MARINGA,113034,AGENCIA MARINGA,55872336,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897511,UE_SODR3,CO,05/06/2023,06/06/2023 09:30:02,06/06/2023 09:28:00,09-JUN-23,,75.0,EFETUAR LEITURA, FEITO REC,C048254,05/06/2023 19:26:00,C048254
6,23,OES,CASCAVEL,114021,AGENCIA CASCAVEL,56424469,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897526,UE_SODR2,CO,05/06/2023,06/06/2023 16:41:03,06/06/2023 16:40:00,09-JUN-23,,72.0,EFETUAR LEITURA, LEITURA OM,C048254,05/06/2023 19:26:00,C048254
6,23,NRO,PAICANDU,113034,AGENCIA MARINGA,56507844,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897534,UE_SODR2,CO,05/06/2023,06/06/2023 16:21:04,06/06/2023 16:20:00,09-JUN-23,,73.0,EFETUAR LEITURA, FEITO LEITURA,C048254,05/06/2023 19:26:00,C048254
6,23,OES,AMPERE,114043,AGENCIA REALEZA,57623082,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897539,UE_SODR2,CO,05/06/2023,06/06/2023 14:11:02,06/06/2023 14:08:00,09-JUN-23,,72.0,EFETUAR LEITURA, ,C048254,05/06/2023 19:26:00,C048254
6,23,OES,SANTO ANTONIO DO SUDOESTE,114043,AGENCIA REALEZA,57722609,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897548,UE_SODR1,CO,05/06/2023,06/06/2023 15:55:07,06/06/2023 15:47:00,09-JUN-23,,74.0,EFETUAR LEITURA, ,C048254,05/06/2023 19:26:00,C048254
6,23,OES,SAO PEDRO DO IGUACU,114051,AGENCIA TOLEDO,103810382,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632913613,UE_SODR3,CO,05/06/2023,06/06/2023 09:38:03,06/06/2023 09:30:00,09-JUN-23,,72.0,EFETUAR LEITURA,,C048254,05/06/2023 19:27:00,C048254
6,23,NRT,SABAUDIA,115012,AGENCIA ARAPONGAS,104639610,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632913739,UE_SODR1,CO,05/06/2023,06/06/2023 14:00:04,06/06/2023 13:53:00,09-JUN-23,,49.0,EFETUAR LEITURA, REALIZADO LEITURA,C048254,05/06/2023 19:27:00,C048254
6,23,OES,ENTRE RIOS DO OESTE,114053,AGENCIA MARECHAL CANDIDO RONDON,104684720,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632913777,UE_SODR0,CO,05/06/2023,06/06/2023 14:24:03,06/06/2023 14:17:00,09-JUN-23,,41.0,EFETUAR LEITURA,,C048254,05/06/2023 19:27:00,C048254
6,23,LES,CURITIBA,11213,MEDICAO LESTE,105770809,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632915096,UE_SODR4,CO,05/06/2023,06/06/2023 11:00:09,06/06/2023 10:59:00,09-JUN-23,,70.0,EFETUAR LEITURA, ,C048254,05/06/2023 19:27:00,C048254
6,23,LES,AGUDOS DO SUL,11213,MEDICAO LESTE,106144898,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632915179,UE_SODR1,CO,05/06/2023,06/06/2023 11:59:02,06/06/2023 11:57:00,09-JUN-23,,73.0,EFETUAR LEITURA, RECUPERADO,C048254,05/06/2023 19:27:00,C048254
6,23,OES,CASCAVEL,114021,AGENCIA CASCAVEL,48094200,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897312,UE_SODR2,CO,05/06/2023,06/06/2023 15:41:04,06/06/2023 15:40:00,09-JUN-23,,86.0,EFETUAR LEITURA, LEITURA OK,C048254,05/06/2023 19:26:00,C048254
6,23,LES,PIRAQUARA,11213,MEDICAO LESTE,48251453,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897318,UE_SODR4,CO,05/06/2023,06/06/2023 14:36:03,06/06/2023 14:08:00,09-JUN-23,,65.0,EFETUAR LEITURA, ,C048254,05/06/2023 19:26:00,C048254
6,23,NRO,PAICANDU,113034,AGENCIA MARINGA,48589411,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897327,UE_SODR3,CO,05/06/2023,06/06/2023 10:41:03,06/06/2023 10:37:00,09-JUN-23,,73.0,EFETUAR LEITURA, FEITO LEITURA,C048254,05/06/2023 19:26:00,C048254
6,23,OES,CASCAVEL,114021,AGENCIA CASCAVEL,49541943,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234632897339,UE_SODR0,CO,05/06/2023,06/06/2023 16:27:03,06/06/2023 16:23:00,09-JUN-23,,62.0,EFETUAR LEITURA, LEITURA OK,C048254,05/06/2023 19:26:00,C048254
6,23,NRT,JAGUAPITA,115031,AGENCIA CAMBE,13324683,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609303894,UE_SODR1,CO,01/06/2023,05/06/2023 16:21:03,05/06/2023 16:20:00,06-JUN-23,,70.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK LEIT,C048254,01/06/2023 09:29:00,C048254
6,23,OES,PATO BRANCO,114011,AGENCIA PATO BRANCO,101127545,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609303897,UE_SODR0,CO,01/06/2023,05/06/2023 17:03:07,05/06/2023 16:52:00,06-JUN-23,,86.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,ANTONIO OLINTO,11113,MEDICAO CENTRO-SUL,41709918,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310625,UE_SODR2,CO,01/06/2023,05/06/2023 10:54:04,05/06/2023 10:52:00,06-JUN-23,,67.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", LEITURA RECUPERADA,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FRANCISCO BELTRAO,114041,AGENCIA FRANCISCO BELTRAO,105478369,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310631,UE_SODR4,CO,01/06/2023,05/06/2023 14:27:02,05/06/2023 14:03:00,06-JUN-23,,41.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,ABATIA,115023,AGENCIA SANTO ANTONIO DA PLATINA,108250482,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310633,UE_SODR0,CO,01/06/2023,05/06/2023 17:29:02,05/06/2023 16:17:00,06-JUN-23,,57.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,OES,CASCAVEL,114021,AGENCIA CASCAVEL,99713349,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310655,UE_SODR1,CO,01/06/2023,05/06/2023 15:31:06,05/06/2023 15:30:00,06-JUN-23,,62.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", LEIT OK,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,SERTANEJA,115021,AGENCIA CORNELIO PROCOPIO,107907844,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310660,UE_SODR3,CO,01/06/2023,05/06/2023 15:19:04,05/06/2023 15:03:00,06-JUN-23,,72.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", LEITURA OK,C048254,01/06/2023 09:29:00,C048254
6,23,OES,LARANJEIRAS DO SUL,114022,AGENCIA LARANJEIRAS DO SUL,33800677,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310669,UE_SODR3,CO,01/06/2023,05/06/2023 13:57:03,05/06/2023 13:49:00,06-JUN-23,,65.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ENVIADO VIA  FTP,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,53644085,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609303908,UE_SODR2,CO,01/06/2023,05/06/2023 12:09:03,05/06/2023 12:05:00,06-JUN-23,,76.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,OES,RIO BONITO DO IGUACU,114022,AGENCIA LARANJEIRAS DO SUL,77786181,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609303924,UE_SODR4,CO,01/06/2023,05/06/2023 13:29:05,05/06/2023 13:21:00,06-JUN-23,,65.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", EXECUTADA PELO ALEXANDRE DA MEDICAO,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,PIRAI DO SUL,11113,MEDICAO CENTRO-SUL,39519279,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609303933,UE_SODR2,CO,01/06/2023,05/06/2023 15:50:06,05/06/2023 14:11:00,06-JUN-23,,64.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,APUCARANA,115011,AGENCIA APUCARANA,91711630,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609303940,UE_SODR0,CO,01/06/2023,05/06/2023 15:04:03,05/06/2023 15:02:00,06-JUN-23,,66.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", -LEITURA OK.,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,SERTANEJA,115021,AGENCIA CORNELIO PROCOPIO,4447280,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310683,UE_SODR2,CO,01/06/2023,05/06/2023 15:19:04,05/06/2023 14:26:00,06-JUN-23,,72.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", LEITURA OK,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,CANDIDO DE ABREU,115013,AGENCIA IVAIPORA,64605949,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310688,UE_SODR4,CO,01/06/2023,05/06/2023 17:11:03,05/06/2023 17:04:00,06-JUN-23,,66.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", LEITURA HS.,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,ASTORGA,115012,AGENCIA ARAPONGAS,109524489,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310691,UE_SODR2,CO,01/06/2023,05/06/2023 16:06:03,05/06/2023 14:46:00,06-JUN-23,,48.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK LEIT,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,TIBAGI,11113,MEDICAO CENTRO-SUL,106445758,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310699,UE_SODR1,CO,01/06/2023,05/06/2023 15:51:03,05/06/2023 15:45:00,06-JUN-23,,41.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,PIRAI DO SUL,11113,MEDICAO CENTRO-SUL,18910807,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310701,UE_SODR0,CO,01/06/2023,05/06/2023 13:36:03,05/06/2023 13:33:00,06-JUN-23,,41.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FRANCISCO BELTRAO,114041,AGENCIA FRANCISCO BELTRAO,77465164,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609303856,UE_SODR3,CO,01/06/2023,05/06/2023 14:06:02,05/06/2023 13:35:00,06-JUN-23,,77.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,LES,CERRO AZUL,11213,MEDICAO LESTE,104932317,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609312393,UE_SODR2,CO,01/06/2023,05/06/2023 11:57:02,05/06/2023 11:55:00,06-JUN-23,,64.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,CASTRO,11113,MEDICAO CENTRO-SUL,96342919,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609304049,UE_SODR1,CO,01/06/2023,05/06/2023 17:43:02,05/06/2023 17:36:00,06-JUN-23,,41.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,SAO MATEUS DO SUL,11113,MEDICAO CENTRO-SUL,51865475,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609304051,UE_SODR3,CO,01/06/2023,05/06/2023 13:10:02,05/06/2023 12:57:00,06-JUN-23,,77.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", LEITURARECUPERADA,C048254,01/06/2023 09:29:00,C048254
6,23,OES,TUPASSI,114051,AGENCIA TOLEDO,105399051,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310064,UE_SODR1,CO,01/06/2023,05/06/2023 11:21:02,05/06/2023 10:26:00,06-JUN-23,,67.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FRANCISCO BELTRAO,114041,AGENCIA FRANCISCO BELTRAO,53454995,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310103,UE_SODR0,CO,01/06/2023,05/06/2023 14:27:03,05/06/2023 13:37:00,06-JUN-23,,77.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,OES,SANTA TEREZINHA DE ITAIPU,114031,AGENCIA FOZ DO IGUACU,97387258,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310115,UE_SODR2,CO,01/06/2023,05/06/2023 16:29:04,05/06/2023 15:31:00,06-JUN-23,,41.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,ANGULO,115012,AGENCIA ARAPONGAS,107006308,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310841,UE_SODR2,CO,01/06/2023,05/06/2023 13:03:02,05/06/2023 12:52:00,06-JUN-23,,73.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK LEIT,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FRANCISCO BELTRAO,114041,AGENCIA FRANCISCO BELTRAO,109012550,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609311000,UE_SODR3,CO,01/06/2023,05/06/2023 10:51:03,05/06/2023 10:48:00,06-JUN-23,,57.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,OES,ASSIS CHATEAUBRIAND,114051,AGENCIA TOLEDO,109360940,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609311015,UE_SODR0,CO,01/06/2023,05/06/2023 16:40:03,05/06/2023 14:48:00,06-JUN-23,,74.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,OES,MARECHAL CANDIDO RONDON,114053,AGENCIA MARECHAL CANDIDO RONDON,57446300,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609312078,UE_SODR4,CO,01/06/2023,05/06/2023 15:46:05,05/06/2023 15:12:00,06-JUN-23,,68.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.",,C048254,01/06/2023 09:29:00,C048254
6,23,LES,RIO NEGRO,11213,MEDICAO LESTE,106481126,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310152,UE_SODR0,CO,01/06/2023,05/06/2023 13:41:03,05/06/2023 13:12:00,06-JUN-23,,75.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,IRATI,11113,MEDICAO CENTRO-SUL,104435623,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310157,UE_SODR3,CO,01/06/2023,05/06/2023 16:23:03,05/06/2023 15:27:00,06-JUN-23,,76.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,22286217,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310159,UE_SODR2,CO,01/06/2023,05/06/2023 16:30:07,05/06/2023 16:27:00,06-JUN-23,,50.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,OES,LARANJEIRAS DO SUL,114022,AGENCIA LARANJEIRAS DO SUL,33799733,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310163,UE_SODR4,CO,01/06/2023,05/06/2023 14:19:03,05/06/2023 14:10:00,06-JUN-23,,65.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ENVIADO VIA FTP,C048254,01/06/2023 09:29:00,C048254
6,23,OES,SAO JOAO,114041,AGENCIA FRANCISCO BELTRAO,47989050,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310172,UE_SODR0,CO,01/06/2023,05/06/2023 16:01:02,05/06/2023 15:55:00,06-JUN-23,,72.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,LES,ALMIRANTE TAMANDARE,11213,MEDICAO LESTE,20941404,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234629259047,UE_SODR0,CO,05/06/2023,05/06/2023 15:30:04,05/06/2023 14:55:00,09-JUN-23,,61.0,Realizar Leitura Grupo A. Unidade com TM sem comunicacao., ,C048254,05/06/2023 11:06:00,C048254
6,23,LES,ALMIRANTE TAMANDARE,11213,MEDICAO LESTE,59267267,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234629261073,UE_SODR0,CO,05/06/2023,05/06/2023 17:12:05,05/06/2023 17:11:00,09-JUN-23,,43.0,Realizar Leitura Grupo A. Unidade com TM sem comunicacao., ,C048254,05/06/2023 11:06:00,C048254
6,23,OES,MARECHAL CANDIDO RONDON,114053,AGENCIA MARECHAL CANDIDO RONDON,57446300,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609312078,UE_SODR4,RJ,05/06/2023,05/06/2023 15:46:05,,,M2,68.0,,,UE_SODR4,,UE_SODR4
6,23,OES,SANTA TEREZINHA DE ITAIPU,114031,AGENCIA FOZ DO IGUACU,50940694,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310499,UE_SODR2,CO,01/06/2023,05/06/2023 16:30:06,05/06/2023 16:00:00,06-JUN-23,,71.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,VENTANIA,11113,MEDICAO CENTRO-SUL,26676648,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310213,UE_SODR0,CO,01/06/2023,05/06/2023 15:51:03,05/06/2023 14:43:00,06-JUN-23,,64.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,IRATI,11113,MEDICAO CENTRO-SUL,97970034,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310232,UE_SODR0,CO,01/06/2023,05/06/2023 16:58:03,05/06/2023 16:41:00,06-JUN-23,,75.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,SAO MATEUS DO SUL,11113,MEDICAO CENTRO-SUL,90200985,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310234,UE_SODR4,CO,01/06/2023,05/06/2023 13:10:02,05/06/2023 11:40:00,06-JUN-23,,77.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", LEITTURA RECUPERRRADA,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,PRUDENTOPOLIS,11113,MEDICAO CENTRO-SUL,106640208,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609313364,UE_SODR4,CO,01/06/2023,05/06/2023 13:24:03,05/06/2023 12:56:00,06-JUN-23,,72.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,CASTRO,11113,MEDICAO CENTRO-SUL,107874717,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609313467,UE_SODR3,CO,01/06/2023,05/06/2023 09:13:04,05/06/2023 09:11:00,06-JUN-23,,74.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,IPIRANGA,11113,MEDICAO CENTRO-SUL,109530608,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609313517,UE_SODR1,CO,01/06/2023,05/06/2023 12:10:04,05/06/2023 11:21:00,06-JUN-23,,69.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,CSL,PIRAI DO SUL,11113,MEDICAO CENTRO-SUL,109612671,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609313838,UE_SODR1,CO,01/06/2023,05/06/2023 15:50:09,05/06/2023 14:00:00,06-JUN-23,,64.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,98395017,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609313942,UE_SODR0,CO,01/06/2023,05/06/2023 10:34:03,05/06/2023 10:28:00,06-JUN-23,,64.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,OES,LARANJEIRAS DO SUL,114022,AGENCIA LARANJEIRAS DO SUL,106612662,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609314050,UE_SODR3,CO,01/06/2023,05/06/2023 14:48:03,05/06/2023 14:44:00,06-JUN-23,,65.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ENVIADO VIA FTP,C048254,01/06/2023 09:29:00,C048254
6,23,OES,ASSIS CHATEAUBRIAND,114051,AGENCIA TOLEDO,107941392,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609314223,UE_SODR1,CO,01/06/2023,05/06/2023 16:40:05,05/06/2023 13:41:00,06-JUN-23,,66.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,57528870,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310256,UE_SODR4,CO,01/06/2023,05/06/2023 10:33:04,05/06/2023 10:11:00,06-JUN-23,,64.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", LEIT  OK,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,MARILANDIA DO SUL,115013,AGENCIA IVAIPORA,96815493,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310278,UE_SODR4,CO,01/06/2023,05/06/2023 11:50:06,05/06/2023 11:46:00,06-JUN-23,,73.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", - RECUPERADO ARQUIVO DE LEITURA.,C048254,01/06/2023 09:29:00,C048254
6,23,NRT,ANGULO,115012,AGENCIA ARAPONGAS,93544057,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310288,UE_SODR3,CO,01/06/2023,05/06/2023 13:03:02,05/06/2023 12:09:00,06-JUN-23,,73.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", OK LEIT,C048254,01/06/2023 09:29:00,C048254
6,23,OES,FRANCISCO BELTRAO,114041,AGENCIA FRANCISCO BELTRAO,104779055,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20234609310209,UE_SODR4,CO,01/06/2023,05/06/2023 10:51:04,05/06/2023 10:44:00,06-JUN-23,,77.0,"Realizar leitura Grupo A. Unidade sem TM. Caso encontre TM no campo, informar o COM.", ,C048254,01/06/2023 09:29:00,C048254
