COD_UN_CONS_UEE,COD_CLAS_CONS_UEE,NOM_COMP_CLI,COD_GRU_TENS_ORIG_UEE,COD_GRU_TENS_FAT_UEE,COD_SITU_UEE,SIG_REGI_RLF,NOM_MUN_RLF,ETAPA,QTD_TENS_LIG_UEE,QTD_TENS_SEC_UEE,DTA_SITU_UEE,COD_TIPO_EQIP_REU,NUM_EQIP_REU,DTA_INS_REU,ENDERECO,NUMERO
90556135,4844,ACAO SOCIAL DO PARANA,A,A,LG,LES,CURITIBA,75,13800,,22/12/09,RG,31602007,06/02/13,R MERCURIO,420
90553691,4844,ACAO SOCIAL DO PARANA,A,A,LG,LES,CURITIBA,71,13800,,14/05/10,RG,30600001,14/05/10,R RAUL POMPEIA,190
90553306,67,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,A,A,LG,OES,CASCAVEL,77,34500,,25/03/11,RG,29601661,25/11/11,ROD PR 180,0
90549015,155,JANETE APARECIDA DE MATTOS MAINARDES,A,A,LG,CSL,CURIUVA,73,13800,,15/06/18,RG,44628401,30/01/24,R PROJETADA,
90544307,155,RODOLFO HEIL SPERAFICO LTDA,A,A,LG,CSL,RESERVA,70,13800,,03/01/20,RG,40625522,07/12/21,R JOSE SOTOSKI,160
90542002,4839,MOTEL PLAY TIME LTDA,A,A,LG,OES,FOZ DO IGUACU,69,13800,,17/04/07,RG,27600473,17/04/07,AV COSTA E SILVA,1656
90540514,5561,ZUKOVSKI CIA LTDA,A,A,LG,OES,GUAIRA,52,13800,,26/11/12,RG,31605951,26/11/12,R MAJOR RAUL S DE MATTOS,258
90539893,4147,FRISIA COOPERATIVA AGROINDUSTRIAL,A,A,LG,CSL,TEIXEIRA SOARES,86,13800,,15/03/11,RG,38680831,21/03/19,ROD PR 438,
90527763,4624,NACIONAL GAS BUTANO DISTRIBUIDORA LTDA,A,A,LG,NRT,APUCARANA,69,13800,,18/04/11,RG,40622627,11/12/20,R FRANCISCO KITANO,97
90515013,249,CERAMICA JOVANA LTDA,A,A,LG,LES,CURITIBA,75,13800,,19/04/11,RG,29601472,19/04/11,R PEDRO CAVICHIOLO,1005
90510283,6413,ANTONIO DIAS FILHO,A,A,LG,NRT,CONSELHEIRO MAIRINCK,68,34500,,14/11/12,RG,40621706,21/07/21,BRO PONTE PRETA,
90497970,363,GIACOMINI INDUSTRIA E COMERCIO LTDA,A,A,LG,NRT,LONDRINA,69,13800,,14/03/11,RG,35600275,24/04/17,AV DEZ DE DEZEMBRO,7066
90491890,378,SA MEDIAL INDUSTRIA E COMERCIO DE PECAS LTDA,A,A,LG,NRT,LONDRINA,75,13800,,14/03/11,RG,40621319,24/09/20,R UIRAPURU,465
90482662,5512,LONDRINA NORTE ADMINISTRADORA DE SHOPPING CENTERS LTDA,A,A,LG,NRT,LONDRINA,86,13800,,06/10/12,RG,33616199,14/10/15,AV SILVIO DE BARROS,100
90481828,4854,BANCO DO BRASIL SA,A,A,LG,OES,CASCAVEL,67,13800,,04/04/14,RG,31604079,04/04/14,R BR DO CERRO AZUL,1218
90469259,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,ARAPONGAS,71,13800,,06/02/14,RG,31604267,06/11/18,EST ABATEDOURO PINHEIROS,
90462742,7202,MUNICIPIO DE PINHAIS,A,A,LG,LES,PINHAIS,67,13800,,14/03/11,RG,31607754,23/11/12,ROD DEP JOAO LEOPOLDO JACOMEL,12050
90458141,155,P R RODRIGUES E IMADA LTDA,A,A,LG,NRT,APUCARANA,66,13800,,23/08/23,RG,40621579,23/08/23,R ACO,0
90453450,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,OES,ASSIS CHATEAUBRIAND,74,13800,,15/08/14,RG,32601340,15/08/14,ROD ASSIS CHATEAUBRIAND A ENCANTADO,
90447158,392,BRASMACOL INDUSTRIA E COMERCIO LTDA,A,A,LG,OES,CHOPINZINHO,86,13800,,08/11/10,RG,37680642,15/02/20,AV QUINZE DE NOVEMBRO,6584
90446640,4642,A ANGELONI CIA LTDA,A,A,LG,NRO,MARINGA,86,13800,,28/02/13,RG,41683109,13/04/23,AV ADV HORACIO RACCANELLO FILHO,5120
90444582,149,COSTA OESTE FABRICA DE BOTINAS LTDA,A,A,LG,OES,PATO BRAGADO,48,13800,,06/10/10,RG,30601158,06/10/10,R FLORIANOPOLIS,845
90439325,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,CSL,GENERAL CARNEIRO,71,13800,,07/01/14,RG,31605320,07/01/14,R PARANA,241
90438310,155,MADEIREIRA VENTO SUL LTDA,A,A,LG,CSL,PONTA GROSSA,75,34500,,29/11/18,RG,40625516,22/11/23,POV GUARAGI,
90435303,4147,COMERCIAL E PRODUTORA DE SEMENTES SELLA LTDA,A,A,LG,NRT,ASTORGA,41,13800,,04/04/11,RG,30600542,04/04/11,ROD PR 218,550
90423836,5558,DIAGNOSTICOS DA AMERICA S A,A,A,LG,LES,SAO JOSE DOS PINHAIS,86,13800,,02/07/07,RG,41683443,20/12/21,AV DAS TORRES,1992
90422732,4642,SUPERMERCADO SUPERPAO S A,A,A,LG,CSL,PITANGA,86,13800,,16/03/11,RG,36680424,09/03/17,AV GETULIO VARGAS,920
90407202,84,POSSANI ALMEIDA LTDA,A,A,LG,NRT,ROLANDIA,47,13800,,10/03/11,RG,30600106,10/03/11,AV IGUACU,55
90403614,7202,MUNICIPIO DE ALMIRANTE TAMANDARE,A,A,LG,LES,ALMIRANTE TAMANDARE,63,13800,,17/04/13,RG,32601079,17/04/13,R DEP MAX ROSENMANN,0
90401735,433,PIRIH ENGENHARIA CIVIL LTDA,A,A,LG,LES,PINHAIS,66,13800,,17/07/13,RG,40621615,21/09/21,R NOVA ESPERANCA,1461
90392981,7306,PARANA TRIBUNAL DE JUSTICA,A,A,LG,NRO,MAMBORE,76,13800,,07/04/11,RG,30600632,07/05/13,AV MANOEL FRANCISCO DA SILVA,985
90374681,153,WHITE LAKE EQUIPAMENTOS PROFISSIONAIS LTDA,A,A,LG,NRT,ROLANDIA,67,13800,,14/03/11,RG,30600515,14/03/11,AV IGUACU,155
90347382,93,FIRACE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,A,A,LG,NRT,IGUARACU,53,13800,,17/03/11,RG,30600567,10/01/20,ROD PR 317,
90347340,249,CERAMICA ANDORINHAS LTDA,A,A,LG,LES,CURITIBA,41,13800,,31/08/18,RG,31602012,21/02/13,R PEDRO CAVICHIOLO,10
90337905,5704,ASSEAMAL ASSOC EDUC E ASSISTENCIAL MARTIN LUTHER,A,A,LG,OES,MARECHAL CANDIDO RONDON,53,13800,,01/03/11,RG,30600701,01/03/11,AV MARIPA,865
90319907,5544,IRMANDADE SAO VICENTE DE PAULO,A,A,LG,CSL,PITANGA,46,13800,,22/02/11,RG,40621248,08/03/21,R DR JOAO GONCALVES PADILHA,190
90305841,5551,CLINICA DE RESSONANCIA MARINGA LTDA,A,A,LG,NRO,MARINGA,71,13800,,08/05/04,RG,44628900,29/01/24,AV CARLOS CORREA BORGES,851
90299060,51,SW INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,A,A,LG,NRO,INDIANOPOLIS,86,34500,,01/03/11,RG,40681379,22/01/21,ROD PR 479 PREF JOAO PEREIRA PINTO,
90293037,8005,ALBERTO STOCK,A,A,LG,OES,GOIOXIM,68,13800,,25/02/11,RG,29601651,25/02/11,LIN FAXINAL ARARAS,6
90259661,137,J A DE ABREU CONFECCOES,A,A,LG,NRO,SANTA CRUZ DE MONTE CASTELO,66,13800,,18/10/18,RG,35601153,25/04/16,R ACRE,226
90251253,70,M R DENARDI ALIMENTOS LTDA,A,A,LG,NRO,SARANDI,41,13800,,08/05/00,RG,40620620,14/04/21,R XIV DE OUTUBRO,527
90248422,4149,MOAGEIRA IRATI CEREAIS S A,A,A,LG,CSL,IRATI,75,13800,,25/02/11,RG,31601573,05/08/11,ROD BR 277,
90244516,4496,GFA INCORPORACOES LTDA,A,A,LG,LES,CURITIBA,68,13800,,06/01/15,RG,31604187,14/11/19,AV VISCONDE DE GUARAPUAVA,3670
90241096,4642,V MULLER CIA LTDA,A,A,LG,OES,CASCAVEL,52,13800,,03/03/11,RG,30600755,03/03/11,R JOSE CALDART,1038
90221818,5543,SERVICO SOCIAL DA INDUSTRIA SESI,A,A,LG,OES,PALMAS,73,13800,,29/08/12,RG,31603204,29/08/12,AV MAL DEODORO,
90205898,73,2JM AMIDOS LTDA,A,A,LG,NRO,PLANALTINA DO PARANA,66,13800,,19/04/11,RG,29601564,04/04/12,ROD PLA A SVI,0
90204018,169,FAPOLPA INDUSTRIA DE PAPEL E EMBALAGENS LTDA,A,A,LG,OES,PALMAS,86,13800,,05/12/08,RG,41682948,08/03/21,R EMA MAZZALOTTI CARDOSO,170
90200985,4147,CEREALISTA RIO SUL LTDA,A,A,LG,CSL,SAO MATEUS DO SUL,77,34500,,23/02/11,RG,31607294,24/07/18,POV ESTIVA,
90191366,4147,DISAM DISTRIBUIDORA DE INSUMOS AGRICOLAS SUL AMERICA LTDA,A,A,LG,OES,CASCAVEL,64,13800,,26/10/74,RG,40625670,26/09/22,R PE ANCHIETA,1123
90176677,4650,CLAUDECIR CONTI ACOUGUE,A,A,LG,NRO,MARINGA,75,13800,,23/09/16,RG,30600596,05/06/13,AV MANDACARU,302
90164636,302,FGN ARTEFATOS PLASTICOS E METALICOS LTDA,A,A,LG,LES,COLOMBO,70,13800,,11/05/99,RG,40621501,15/03/21,R VITORIO BENJAMIN MOCELIN,99
90158121,5525,SOCIEDADE EDUCACIONAL ACESSO LTDA,A,A,LG,LES,CURITIBA,77,13800,,07/01/21,RG,27600775,21/02/20,AV MAL FLORIANO PEIXOTO,7780
90130545,8005,ADEMIR ANTONIO RIEDI,A,A,LG,OES,OURO VERDE DO OESTE,75,13800,,03/11/10,RG,30601184,03/11/10,ROD PR 585,
90115422,434,PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA,A,A,LG,OES,MATELANDIA,86,13800,,27/01/23,RG,41683336,14/07/22,EST MATELANDIA,
90112733,8001,MARIA REGINA LUDWIG FAVORETO,A,A,LG,NRT,SERTANOPOLIS,71,13800,,17/02/11,RG,31604341,19/01/18,VAL AGUA DA MUMBUCA,
90096576,4657,AUTO POSTO ANGRA BATEL COMERCIO DE COMBUSTIVEIS LTDA,A,A,LG,LES,CURITIBA,67,13800,,23/08/99,RG,31607238,19/08/14,AV SETE DE SETEMBRO,4814
90091396,292,EDUARDO PEREIRA LOPES NETO LTDA,A,A,LG,NRT,LONDRINA,65,13800,,19/06/13,RG,44628517,15/01/24,R JULIA FERNANDES BERTOLUCCI,205
90090888,4642,CIA BEAL DE ALIMENTOS,A,A,LG,LES,CURITIBA,86,13800,,01/03/11,RG,39681073,21/08/19,AV COM FRANCO,4160
90085256,7219,MUNICIPIO DE FOZ DO IGUACU,A,A,LG,OES,FOZ DO IGUACU,69,13800,,15/01/11,RG,30600258,07/08/13,R IACANGA,
90072626,202,H B FULLER BRASIL LTDA,A,A,LG,LES,CURITIBA,75,13800,,31/03/11,RG,29601422,31/03/11,R VICENTE MICHELOTTO,3707
90067789,242,BLOCKBUILDING INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LTDA,A,A,LG,LES,PINHAIS,48,13800,,30/07/12,RG,31603000,30/07/12,R SALGADO FILHO,915
90067029,5704,INSTITUICAO ADVENTISTA SUL BRASILEIRA DE EDUCACAO,A,A,LG,LES,SAO JOSE DOS PINHAIS,46,13800,13800,08/05/13,RG,31605080,08/05/13,R DUQUE DE CAXIAS,1665
90065964,4642,SUPERMERCADOS BAZA LTDA,A,A,LG,NRT,IBIPORA,68,13800,,11/01/13,RG,31606384,11/01/13,AV ANDRE SERT,106
90063961,433,CONSTRULAJE INDUSTRIA COMERCIO E CONSTRUTORA LTDA,A,A,LG,NRO,CAMPO MOURAO,72,13800,,11/08/21,RG,31604767,22/07/14,AV JOAO RIBEIRO HAENISCH,730
90063015,73,E ORTIZ ORTIZ LTDA,A,A,LG,NRO,ALTO PARANA,55,13800,,25/10/12,RG,28600103,25/10/12,R PRES ROOSEVELT,707
90062701,7237,MUNICIPIO DE PONTA GROSSA,A,A,LG,CSL,PONTA GROSSA,71,13800,,02/10/12,RG,40625465,08/03/23,R FREDERICO WAGNER,0
90062329,4642,VENDRAMINI FILHOS LTDA,A,A,LG,NRO,PEABIRU,86,13800,,10/09/12,RG,40681427,29/05/20,AV CURITIBA,1040
90060954,345,FIRE EXTIN EXTINTORES LTDA,A,A,LG,OES,BOA ESPERANCA DO IGUACU,75,34500,,04/01/24,RG,40624806,29/06/22,ROD PR 879,0
90058933,4844,CHURRASCARIA BADIDA LTDA,A,A,LG,LES,CURITIBA,47,13800,,15/10/12,RG,31603074,15/10/12,AV SETE DE SETEMBRO,6045
90053826,5416,COOPERATIVA DE CREDITO POUPANCA E INVESTIMENTO DEXIS SICREDI DEXIS,A,A,LG,NRT,LONDRINA,68,13800,,15/02/11,RG,44628508,02/02/24,AV TIRADENTES,537
90046625,4153,DIFAL ALIMENTOS LTDA,A,A,LG,NRO,MARINGA,86,13800,,09/03/11,RG,40682161,16/09/22,R NEWTON EVANGELISTA DA GAMA,1132
90026470,237,BRASGLASS INDUSTRIA E COMERCIO DE VIDROS LTDA,A,A,LG,OES,CHOPINZINHO,73,13800,,26/01/23,RG,35600202,06/03/23,R AUGUSTO ZUCONELLI,3936
90015002,179,GRAFICA CRISTOVAM LINERO LTDA,A,A,LG,LES,CURITIBA,65,13800,,11/02/11,RG,27600826,11/02/11,R JACAREZINHO,1763
90009371,7313,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,A,A,LG,OES,ENTRE RIOS DO OESTE,68,34500,,06/05/13,RG,40620755,28/12/23,POV ENTRE RIOS,
90002997,4147,VILELA MACHADO LTDA EM RECUPERACAO JUDICIAL,A,A,LG,NRT,URAI,72,13800,,18/02/11,RG,27600634,18/02/11,R ITISUKE NISHIMURA,884
89997808,7202,MUNICIPIO DE FOZ DO IGUACU,A,A,LG,OES,FOZ DO IGUACU,64,34500,,11/02/11,RG,30600767,11/02/11,R JULIO BRECHER,
89986636,4631,TECNOFILME INDUSTRIA E COMERCIO DE FILMES ESPECIAIS LTDA,A,A,LG,LES,COLOMBO,53,13800,,23/02/11,RG,27601212,23/02/11,R PRES FARIA,5378
89970845,5524,SOCIEDADE EDUCACIONAL MAXI LTDA,A,A,LG,NRT,LONDRINA,86,13800,,03/07/07,RG,40682387,26/09/23,AV MARINGA,1700
89946804,155,INDUSTRIA COMERCIO E TRANSPORTE DE MADEIRAS BRASIGUAIA LTDA,A,A,LG,CSL,JAGUARIAIVA,67,13800,,10/01/11,RG,35601299,06/03/18,R NELSON MENDES NETO,
89928237,4657,VELOSO COMERCIO DE COMBUSTIVEIS LTDA,A,A,LG,NRT,SANTO ANTONIO DA PLATINA,67,13800,,30/03/81,RG,31600914,17/04/15,ROD BR 153,2345
89913523,7306,PARANA TRIBUNAL DE JUSTICA,A,A,LG,OES,FORMOSA DO OESTE,69,13800,,09/02/11,RG,30600215,09/02/11,AV SAO PAULO,
89889967,5704,GERAR GERACAO DE EMPREGO RENDA E APOIO AO DESENVOLVIMENTO REGIONAL,A,A,LG,LES,CURITIBA,71,13800,,03/03/11,RG,30600475,03/03/11,R SEN ACCIOLY FILHO,565
89878949,4842,PRINCE HOSPEDAGEM LTDA,A,A,LG,NRT,LONDRINA,75,13800,,21/05/91,RG,35600994,18/08/16,R MARANHAO,584
89868170,5571,CEDIP CLINICA DE DIAGNOSTICO POR IMAGEM DO PARANA LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,71,13800,,15/02/11,RG,31605417,18/09/13,R ISABEL REDENTORA,1434
89854454,7202,MUNICIPIO DE LONDRINA,A,A,LG,NRT,LONDRINA,62,13800,,06/06/22,RG,40621704,29/10/21,EST PEDREIRA CLARK DNER,
89822536,4837,MFG ADMINISTRADORA DE IMOVEIS LTDA,A,A,LG,LES,CURITIBA,67,13800,,25/04/95,RG,31604883,15/04/13,AV PRES AFFONSO CAMARGO,455
89788583,4135,BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS S A,A,A,LG,LES,LAPA,74,13800,,18/02/11,RG,29601919,18/02/11,ROD DO XISTO,
89787528,4642,MERCADO TAXA LTDA,A,A,LG,OES,CATANDUVAS,57,34500,,22/02/11,RG,40623908,26/08/21,AV DOS PIONEIROS,651
89787145,4657,AUTO POSTO CATARATAS LTDA,A,A,LG,OES,CASCAVEL,79,13800,,21/02/18,RG,29601653,02/02/11,ROD BR 277,
89779096,5107,COMERCIAL GABARDO LTDA,A,A,LG,LES,CURITIBA,41,13800,,19/07/01,RG,40620345,22/11/23,R NICOLA PELLANDA,4871
89776984,235,PLASTLONDRI ARTEFATOS PLASTICOS LTDA,A,A,LG,NRT,IBIPORA,86,13800,,28/12/10,RG,40681844,05/09/22,R JOAO MARQUES NOBREGA,245
89773950,6200,CONDOMINIO WESTSIDE COMFORT RESIDENCES,A,A,LG,LES,CURITIBA,69,13800,,12/01/12,RG,32600632,02/09/13,R CEL OTTONI MACIEL,215
89765761,4101,GERMANO ZENI VEICULOS LTDA,A,A,LG,OES,CASCAVEL,79,13800,,28/01/11,RG,29601674,28/01/11,AV BRASIL,2255
89758609,4663,EVANDRO FELIPE BORELLA IBAITI,A,A,LG,NRT,IBAITI,71,13800,,16/04/13,RG,30600119,01/02/11,ROD BR 153,
89750608,4668,BALAROTI COMERCIO DE MATERIAIS DE CONSTRUCAO S A,A,A,LG,LES,CURITIBA,86,13800,,30/03/11,RG,38680821,04/12/18,R DR JOAO TOBIAS PINTO REBELO,3680
89738209,4493,CAMPO LIMPO SERVICOS AMBIENTAIS LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,65,13800,,09/09/15,RG,31605655,10/05/13,EST MORRO GRANDE,
89732049,283,BOSCH INDUSTRIA MECANICA LTDA,A,A,LG,LES,LAPA,74,13800,,30/06/08,RG,31605384,01/11/13,ROD DO XISTO BR 476,
89727550,209,QUALYBLESS DO BRASIL LTDA,A,A,LG,NRO,MARINGA,67,13800,,24/10/14,RG,30600139,16/09/19,R BRAZ IZELLI,586
89706757,392,COLINA VERDE INDUSTRIA E COMERCIO DE MOVEIS LTDA,A,A,LG,CSL,SENGES,68,34500,,19/04/17,RG,29602331,26/01/11,R DA ERVA MATE,
89699505,128,LAVANDERIA LAVEPAR LTDA,A,A,LG,NRO,ALTO PARAISO,77,13800,,15/06/23,RG,40623793,20/08/21,R TIBAGI,661
89693841,4844,CHURRASCARIA DE CESARO LTDA,A,A,LG,NRT,APUCARANA,64,13800,,27/01/11,RG,30600028,27/01/11,AV GOV ROBERTO DA SILVEIRA,1551
89685989,7202,MUNICIPIO DE QUATRO PONTES,A,A,LG,OES,QUATRO PONTES,68,13800,,27/01/11,RG,29602204,27/01/11,R GASPAR MARTINS,
89684389,155,MARILEIDE LIANO,A,A,LG,CSL,JAGUARIAIVA,67,13800,,31/01/11,RG,35602330,07/03/18,R ROVILIO CHRISTIANETTI,
89683595,7306,PARANA TRIBUNAL DE JUSTICA,A,A,LG,OES,MEDIANEIRA,63,13800,,25/01/11,RG,30601147,25/01/11,AV PEDRO SOCCOL,1680
89629663,287,ERFOLG METAL LTDA,A,A,LG,LES,QUATRO BARRAS,74,13800,,11/03/11,RG,30600805,22/06/11,R ANTONIO JOSE DIAS PIRES,200
89624025,4855,CAIXA ECONOMICA FEDERAL,A,A,LG,NRO,MARINGA,77,13800,,10/12/10,RG,30601133,10/12/10,AV KAKOGAWA,35
89619200,5551,RM SERVICOS MEDICOS LTDA,A,A,LG,NRO,PARANAVAI,76,13800,,30/06/18,RG,30601094,26/01/11,R MANOEL RIBAS,1474
89612124,5420,LAREDO ADMINISTRADORA DE SHOPPING CENTERS LTDA,A,A,LG,LES,CURITIBA,69,13800,,27/01/11,RG,31604929,07/01/20,R ITACOLOMI,292
89611624,7202,TOLEDO CAMARA MUNICIPAL,A,A,LG,OES,TOLEDO,65,13800,,21/01/11,RG,30600723,21/01/11,R SARANDI,1049
89596692,5416,ALG ADMINISTRADORA PATRIMONIAL LTDA,A,A,LG,LES,CURITIBA,67,13800,,20/01/11,RG,32600998,07/08/13,AV SEN SOUZA NAVES,1250
89585372,249,CERAMICA ALELUIA LTDA,A,A,LG,CSL,PRUDENTOPOLIS,71,34500,,23/06/17,RG,31603705,21/11/12,POV LINHA SAO PEDRO,
89580281,4844,FORNERIA COPACABANA LTDA,A,A,LG,LES,CURITIBA,65,13800,,27/08/20,RG,29602043,17/03/11,R ITUPAVA,1155
89579054,73,BARRA VELHA INDUSTRIAL LTDA,A,A,LG,NRO,RONDON,86,34500,,12/03/11,RG,36680130,29/08/16,ROD PR 082,0
89574540,4647,CRIARPAN INDUSTRIA E COMERCIO DE PRODUTOS PARA PANIFICADORA LTDA,A,A,LG,LES,COLOMBO,73,13800,,01/12/15,RG,35602349,01/12/15,R AMALIA STRAPASSON DE SOUZA,153
89564316,228,REFORMEX REFORMADORA DE PNEUS LTDA,A,A,LG,CSL,PONTA GROSSA,71,13800,,13/01/11,RG,29602310,13/01/11,ROD BR 376,
89563506,4101,SMARTFIT ESCOLA DE GINASTICA E DANCA S A,A,A,LG,LES,CURITIBA,77,13800,,08/04/11,RG,29601434,08/04/11,AV MAL FLORIANO PEIXOTO,2680
89561562,4612,VELLORE S A,A,A,LG,LES,PINHAIS,46,13800,,08/04/11,RG,32600963,24/05/13,R STA HELENA,894
89561180,4642,SUPERMERCADO JACOMAR LTDA,A,A,LG,LES,CURITIBA,86,13800,,07/11/16,RG,40682122,13/08/20,R URIEL NOGUEIRA DOS SANTOS,632
89559630,4638,DISNORTE DISTRIBUIDORA NORTE PARANA LTDA,A,A,LG,NRT,IBIPORA,41,13800,,30/03/11,RG,30600547,30/03/11,R RONAT WALTER SODRE,3400
89538773,4853,BANCO DO BRASIL SA,A,A,LG,OES,LARANJEIRAS DO SUL,65,13800,,17/01/11,RG,29602169,17/01/11,AV SANTOS DUMONT,2323
89522389,460,REINHOFER ENERGIA LTDA,A,A,LG,OES,RESERVA DO IGUACU,85,34500,,14/01/11,RG,1204817,01/01/23,POV SAO SEBASTIAO,
89516885,5416,EDMUNDO LEMANSKI CIA LTDA,A,A,LG,LES,CURITIBA,68,13800,,13/01/11,RG,32600940,17/04/13,R UBALDINO DO AMARAL,927
89508394,4632,TESTA RECICLAGEM LTDA,A,A,LG,LES,FAZENDA RIO GRANDE,68,13800,,07/08/17,RG,35602949,07/08/17,R JATOBA,524
89507690,162,OZIL IND COM E DISTRIBUICAO MOVEIS E DERIVADOS MADEIRA LTDA,A,A,LG,OES,ITAIPULANDIA,70,34500,,19/10/10,RG,30601200,19/10/10,AV NS APARECIDA,
89504410,249,SMAHA SMAHA LTDA,A,A,LG,CSL,PRUDENTOPOLIS,72,13800,,03/03/11,RG,30600322,03/03/11,ROD BR 277,
89504380,5115,CHEP DO BRASIL LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,64,13800,,13/01/11,RG,31605690,30/03/17,R MANDAGUARI,183
89459334,51,SOMAVE AGROINDUSTRIAL LTDA,A,A,LG,NRO,CIDADE GAUCHA,86,13800,,27/01/11,RG,40621017,08/11/21,ROD PR 082 PREF ANTONIO MILTON DE O LUCENA,
89427394,118,ALPHA TABACOS DO BRASIL LTDA,A,A,LG,NRT,IBIPORA,68,13800,,12/01/11,RG,29601772,12/01/11,R OLEGARIO ROCHA,195
89419928,236,TAMPACK DO BRASIL LTDA,A,A,LG,NRO,MARINGA,66,13800,,26/10/22,RG,29601587,04/03/11,AV DAS PALMEIRAS,2296
89408560,217,KENJI INDUSTRIA QUIMICA LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,65,13800,,24/03/11,RG,29601496,24/03/11,R LEONE DECIMO DAL NEGRO,30
89405978,416,MEDSALUS INDUSTRIA E COMERCIO DE PRODUTOS DE USO UNICO LTDA,A,A,LG,LES,CURITIBA,70,13800,,01/10/21,RG,40623436,01/10/21,R JOAO BETTEGA,6011
89400070,179,GRAFICA E EDITORA GRAFBELLO LTDA,A,A,LG,OES,AMPERE,72,13800,,14/03/11,RG,40625373,18/07/23,ROD PR 481,
89397592,348,METALURGICA LUBECK LTDA,A,A,LG,CSL,CASTRO,71,13800,,08/01/11,RG,35602050,07/11/17,R PAULO MILEK SOBRINHO,1000
89391489,4141,SEMEGRAO COMERCIAL AGRICOLA LTDA,A,A,LG,NRT,LONDRINA,44,13800,,30/07/09,RG,28600550,30/07/09,R JOPER MARGRAF LOPES,70
89391101,4837,IRMAOS THOMASI CIA LTDA,A,A,LG,NRO,MARINGA,51,13800,,06/01/11,RG,30600170,05/09/13,AV COLOMBO,3479
89371585,4101,FORMULA COMERCIO DE AUTOMOVEIS LTDA,A,A,LG,NRT,LONDRINA,86,13800,,10/01/11,RG,40682232,19/01/21,AV TIRADENTES,977
89368924,155,MADEIREIRA CARLOS GABARDO LTDA,A,A,LG,LES,CURITIBA,74,13800,,25/02/11,RG,29602060,25/02/11,EST DO GANCHINHO,4030
89365984,8056,GLOBOAVES SAO PAULO AGROAVICOLA LTDA RECUP JUD RECUP JUD,A,A,LG,OES,CASCAVEL,72,34500,,06/01/11,RG,29602172,06/01/11,LIN JANGADINHA,
89361555,5579,CEOT CENTRO ESPECIALIZADO EM ORTOPEDIA E TRAUMATOLOGIA LTDA,A,A,LG,OES,CASCAVEL,71,13800,,11/02/11,RG,30600756,11/02/11,R DOM PEDRO SEGUNDO,2139
89348656,4218,RICOLOG TRANSBORDO E MULTIMODAL S A,A,A,LG,NRT,ROLANDIA,86,13800,,19/04/11,RG,36680598,16/09/19,ROD BR 369,
89347641,5525,NEODNA CURSOS PREPARATORIOS LTDA,A,A,LG,NRT,LONDRINA,75,13800,,07/01/11,RG,29601800,07/01/11,R PREF HUGO CABRAL,210
89332741,7412,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO AMERICANA,A,A,LG,OES,FOZ DO IGUACU,44,13800,,14/02/20,RG,35600108,03/08/22,AV PRES TANCREDO NEVES,3147
89303431,217,PALSGAARD CANDON S A,A,A,LG,OES,MARECHAL CANDIDO RONDON,54,13800,,06/01/11,RG,29602202,06/01/11,AV IRIO JACOB WELP,810
89291700,155,JOMADE MADEIRAS LTDA,A,A,LG,CSL,GENERAL CARNEIRO,71,13800,,23/04/12,RG,40625150,18/08/22,R JOAO DISSENHA,
89290542,4141,SEMEGRAO COMERCIAL AGRICOLA LTDA,A,A,LG,NRT,CAMBE,86,13800,,18/02/11,RG,38680859,21/02/19,ROD PR 445 CELSO GARCIA CID,
89287517,8053,PLUMA AGRO AVICOLA LTDA,A,A,LG,OES,DOIS VIZINHOS,86,34500,,21/12/01,RG,36680366,11/11/16,ROD PR 281,0
89285425,78,MINERPHOS COM IND ZOOT NUT ANIMAL LTDA,A,A,LG,NRO,UMUARAMA,70,13800,,18/01/16,RG,30600160,18/04/11,R JAMIL HELU,1451
89273532,249,CERAMICA MELO LTDA,A,A,LG,CSL,PRUDENTOPOLIS,72,13800,,20/07/16,RG,31603353,06/07/17,ROD BR 373,
89272560,4147,COCAMAR COOPERATIVA AGROINDUSTRIAL,A,A,LG,NRT,SANTA CECILIA DO PAVAO,86,13800,,07/10/03,RG,39681304,19/02/20,ROD PR 090,
89272048,4639,COCAMAR COOPERATIVA AGROINDUSTRIAL,A,A,LG,NRT,SAO JERONIMO DA SERRA,70,13800,,12/08/05,RG,31600663,23/09/11,R JUCA MINGOTE,
89265521,4662,LOJAS MILIUM LTDA,A,A,LG,LES,CURITIBA,65,13800,,13/07/19,RG,29601432,30/03/12,R GAL MARIO TOURINHO,1380
